MVA	input_study	expected_rgs	expected_h2	input_h2	rg	MVA_h2_obs	MVA_h2_int	Total.Observed.scale.h2	Intercept
396	NEALE2_1707_2	0.992579179	0.010235433	0.0103	0.9926	0.0103	1.0029	0.0102	1.0208
397	GCST004607	1.001116872	0.333501454	0.2168	1.003	0.2074	1.0173	0.326	1.2534
397	GCST90002400	0.997076063	0.333501454	0.252	1.0004	0.2425	1.3336	0.326	1.2534
397	NEALE2_30090_raw	0.993935102	0.333501454	0.1964	0.9931	0.1916	1.2079	0.326	1.2534
4	GCST004628	0.990023066	0.241187598	0.1327	0.9824	0.202	0.987	0.2979	1.1744
4	GCST90002387	0.993248888	0.241187598	0.1441	0.994	0.2162	1.1538	0.2979	1.1744
4	GCST90025971	0.99905505	0.241187598	0.2451	0.9961	0.2159	1.1313	0.2979	1.1744
4	NEALE2_30280_raw	0.941333085	0.241187598	0.128	0.9516	0.1881	1.0849	0.2979	1.1744
40	GCST006288	0.999402976	0.580428356	0.3506	1.0016	0.4733	1.0248	0.6517	1.1954
40	GCST006979	0.99865576	0.580428356	0.2798	0.9916	0.357	1.2172	0.6517	1.1954
40	GCST90025982	0.981278659	0.580428356	0.4215	0.9876	0.4551	1.2115	0.6517	1.1954
40	NEALE2_3144_raw	0.986426331	0.580428356	0.2181	0.9715	0.2788	1.0449	0.6517	1.1954
40	NEALE2_3147_raw	1.001190666	0.580428356	0.2361	0.9915	0.3038	1.0517	0.6517	1.1954
40	NEALE2_3148_raw	1.000983653	0.580428356	0.2384	0.9911	0.3061	1.0536	0.6517	1.1954
40	NEALE2_4105_raw	0.990687638	0.580428356	0.2431	0.9739	0.314	1.0002	0.6517	1.1954
40	NEALE2_4120_raw	0.988024366	0.580428356	0.2225	0.977	0.2716	1.0251	0.6517	1.1954
40	NEALE2_4123_raw	0.999504318	0.580428356	0.246	0.989	0.3088	1.0238	0.6517	1.1954
40	NEALE2_4124_raw	0.998926575	0.580428356	0.2491	0.988	0.3121	1.0235	0.6517	1.1954
402	FINNGEN_R6_K11_DIVERTIC	1.009653467	0.054299137	0.0228	1.0793	0.0032	0.0096	0.0552	0.9961
402	GCST90038682	0.939136609	0.054299137	0.0118	0.9232	0.0011	0.0072	0.0552	0.9961
402	NEALE2_20002_1458	0.947113364	0.054299137	0.0124	0.9366	0.0015	0.0066	0.0552	0.9961
402	SAIGE_562	0.992650573	0.054299137	0.0361	1.0027	0.0362	1.024	0.0552	0.9961
402	SAIGE_562_1	0.99272092	0.054299137	0.0361	1.0036	0.0361	1.0226	0.0552	0.9961
403	GCST004988	1	0.225529762	0.2179	1.0002	0.0179	0.021	0.2201	1.0941
403	SAIGE_174	1	0.225529762	0.0137	1.0022	0.0019	0.0083	0.2201	1.0941
405	GCST004131	0.973107773	0.411619188	0.2953	0.2149	0.3131	1.133	0.085	0.8462
405	GCST004132	0.98694325	0.411619188	0.4164	-0.1736	0.4463	1.1003	0.085	0.8462
407	NEALE2_5254_raw	0.9960323	0.159337662	0.1101	0.9957	0.1085	1.0154	0.159	1.0556
407	NEALE2_5262_raw	0.996496566	0.159337662	0.1171	0.997	0.1166	1.0182	0.159	1.0556
408	NEALE2_20110_12	1	0.021174014	0.0095	1.003	0.0015	0.0064	0.0214	1.0023
408	NEALE2_20111_12	1	0.021174014	0.0145	1.003	0.0145	1.0041	0.0214	1.0023
409	SAIGE_574	1	0.018199698	0.0187	1.0015	0.0183	1.0249	0.0182	1.0345
409	SAIGE_574_1	1	0.018199698	0.0159	1.0021	0.0157	1.0254	0.0182	1.0345
410	GCST007429	0.997881927	0.249883311	0.1908	0.6394	0.0097	0.0165	0.0062	0.8946
410	GCST90025998	0.998625135	0.249883311	0.2366	0.5327	0.0102	0.02	0.0062	0.8946
411	NEALE2_23106_raw	0.980590399	0.237526215	0.2346	0.9805	0.0093	0.0216	0.2364	1.2071
411	NEALE2_23109_raw	0.991630909	0.237526215	0.2058	0.9917	0.0076	0.0204	0.2364	1.2071
411	NEALE2_23110_raw	0.993221739	0.237526215	0.2086	0.9932	0.008	0.0207	0.2364	1.2071
413	GCST90038651	0.947187195	0.038186126	0.0064	0.9496	0.001	0.0063	0.038	0.9906
413	NEALE2_20544_15	0.998469172	0.038186126	0.0352	0.9982	0.0352	0.9967	0.038	0.9906
415	SAIGE_530_11	1	0.02274	0.0113	1.0095	0.0113	1.0182	0.0229	1.0213
415	SAIGE_535	1	0.02274	0.0156	1.0027	0.0155	1.0211	0.0229	1.0213
421	NEALE2_6179_1	-0.988446526	0.031648937	0.026	-0.9884	0.0259	1.0096	0.0316	1.0422
421	NEALE2_6179_100	0.991207322	0.031648937	0.0297	0.9912	0.0298	1.0122	0.0316	1.0422
424	GCST006944	1	0.072975376	0.0665	NA	NA	NA	0.0024	0.8479
424	GCST006944	1	0.072975376	0.0665	NA	NA	NA	0.0024	0.8479
424	NEALE2_1920	1	0.072975376	0.0689	NA	NA	NA	0.0024	0.8479
424	NEALE2_1920	1	0.072975376	0.0689	NA	NA	NA	0.0024	0.8479
429	NEALE2_1150_1	0.979285117	0.025228398	0.0219	0.1998	0.0219	1.0096	0.0092	0.7631
429	NEALE2_1150_2	-0.98530079	0.025228398	0.0258	0.1715	0.0258	1.0085	0.0092	0.7631
43	GCST004602	0.989689436	0.499029133	0.2484	0.9862	0.3662	0.9574	0.6008	1.3123
43	GCST004630	0.986795828	0.499029133	0.233	0.9858	0.3476	0.9585	0.6008	1.3123
43	GCST90002322	0.98877752	0.499029133	0.2674	0.9886	0.4176	1.1449	0.6008	1.3123
43	GCST90002334	0.986808194	0.499029133	0.2794	0.9869	0.4361	1.1657	0.6008	1.3123
43	GCST90002390	0.990606399	0.499029133	0.2833	0.9903	0.4405	1.1312	0.6008	1.3123
43	GCST90002392	0.992472157	0.499029133	0.3129	0.9927	0.4835	1.1669	0.6008	1.3123
43	GCST90025962	0.987903753	0.499029133	0.5049	0.9899	0.4749	1.1598	0.6008	1.3123
43	GCST90025963	0.98871482	0.499029133	0.5351	0.9912	0.5002	1.1937	0.6008	1.3123
43	NEALE2_30040_raw	0.987204076	0.499029133	0.2103	0.9879	0.3122	1.0873	0.6008	1.3123
43	NEALE2_30050_raw	0.982556891	0.499029133	0.1753	0.9827	0.2644	1.0324	0.6008	1.3123
433	NEALE2_20003_1140864992	1	0.019075679	0.0093	NA	0.0093	1.0053	-0.0003	1.0364
433	NEALE2_20003_1140923346	1	0.019075679	0.0112	NA	0.0112	1.0083	-0.0003	1.0364
44	FINNGEN_R6_M13_ARTHROSIS_KNEE	1.014741895	0.139817919	0.0418	0.9928	0.0042	0.0101	0.1431	0.9874
44	FINNGEN_R6_M13_ARTHROSIS_OTH	0.960332224	0.139817919	0.023	0.9493	0.0029	0.0075	0.1431	0.9874
44	FINNGEN_R6_M13_KNEEDERANGEMENTS	0.923548452	0.139817919	0.033	0.899	0.0034	0.0085	0.1431	0.9874
44	FINNGEN_R6_M13_OTHERJOINT	0.950470274	0.139817919	0.0335	0.9199	0.0033	0.0086	0.1431	0.9874
44	FINNGEN_R6_OPER_ARTIF_JOINT_MENISC_RESECT	0.967679018	0.139817919	0.023	0.9643	0.0025	0.0088	0.1431	0.9874
44	GCST005812	0.973597328	0.139817919	0.1125	0.9975	0.017	0.0069	0.1431	0.9874
44	GCST007092	0.942028484	0.139817919	0.0428	0.9354	0.0433	0.9982	0.1431	0.9874
44	SAIGE_716	0.991906009	0.139817919	0.0324	0.9837	0.0326	1.0442	0.1431	0.9874
44	SAIGE_740_11	0.962937594	0.139817919	0.0104	0.9836	0.0017	0.008	0.1431	0.9874
44	SAIGE_835	0.885001753	0.139817919	0.0138	0.8906	0.0017	0.007	0.1431	0.9874
443	NEALE2_20506	0.967699177	0.057539071	0.0389	0.9655	0.0389	1.0072	0.0572	1.0727
443	NEALE2_20509	0.982912701	0.057539071	0.0437	0.9823	0.0437	0.9992	0.0572	1.0727
443	NEALE2_20512	0.974499021	0.057539071	0.0425	0.9775	0.0425	0.9975	0.0572	1.0727
443	NEALE2_20520	0.996744003	0.057539071	0.0415	0.9953	0.0415	1.0049	0.0572	1.0727
447	GCST90012857	0.996146336	0.033432969	0.0273	0.0761	0.0273	1.0113	0.0023	0.8197
447	NEALE2_2296	0.997338335	0.033432969	0.0328	-0.0904	0.0328	1.0034	0.0023	0.8197
452	FINNGEN_R6_N14_ENDOMETRIOSIS_ASRM_STAGE3_4	1	0.042107151	0.0267	NA	0.0258	1.0282	-0.0068	0.7972
452	FINNGEN_R6_N14_ENDOMETRIOSIS_OVARY	1	0.042107151	0.0492	NA	0.048	1.0116	-0.0068	0.7972
455	GCST004632	1.000589968	0.209219624	0.1406	0.9981	0.1484	0.9678	0.2069	1.1866
455	GCST90002389	0.998738526	0.209219624	0.1571	0.9986	0.1687	1.153	0.2069	1.1866
455	NEALE2_30180_raw	0.998054545	0.209219624	0.1329	0.9985	0.1428	1.125	0.2069	1.1866
47	NEALE2_3143_raw	0.997772598	0.472570305	0.2741	0.9973	0.2949	1.0866	0.4641	1.0357
47	NEALE2_4119_raw	0.997872094	0.472570305	0.2804	0.9987	0.292	1.0504	0.4641	1.0357
473	NEALE2_806	0.993143924	0.097209642	0.076	0.1341	0.0767	1.0198	0.0057	0.8958
473	NEALE2_816	0.993854201	0.097209642	0.0802	-0.0981	0.0811	1.0255	0.0057	0.8958
479	GCST90002380	0.994638902	0.056466057	0.0519	-0.159	0.0534	1.0498	0.0027	0.9122
479	NEALE2_30220_raw	0.982907242	0.056466057	0.0295	0.126	0.0297	1.0345	0.0027	0.9122
48	FINNGEN_R6_J10_COPD	0.997288494	0.040442927	0.0182	1.0124	0.0183	1.0514	0.0406	0.9987
48	FINNGEN_R6_J10_COPDNAS	1.003879064	0.040442927	0.0177	1.0203	0.0179	1.0504	0.0406	0.9987
48	FINNGEN_R6_J10_COPDNAS_INCLAVO	0.987552602	0.040442927	0.018	0.9925	0.0182	1.0526	0.0406	0.9987
48	NEALE2_20107_6	0.899343276	0.040442927	0.0141	0.8929	0.014	1.0108	0.0406	0.9987
48	SAIGE_496	0.987694846	0.040442927	0.0188	0.9861	0.0187	1.0048	0.0406	0.9987
48	SAIGE_496_2	0.997529759	0.040442927	0.0095	1.0254	0.0095	0.9907	0.0406	0.9987
48	SAIGE_496_21	0.988115678	0.040442927	0.0102	1.0093	0.0102	0.9862	0.0406	0.9987
486	NEALE2_189_raw	0.993760126	0.036469838	0.0354	-0.1044	0.0354	1.0265	0.0021	0.9688
486	NEALE2_24006_raw	0.951464058	0.036469838	0.0134	0.3108	0.0134	1.0285	0.0021	0.9688
49	GCST90038602	1	0.010253718	0.0087	1.0021	0.0087	1.0216	0.0103	1.0407
49	GCST90038679	1	0.010253718	0.0099	1.0036	0.0097	1.0172	0.0103	1.0407
497	FINNGEN_R6_E4_ENDONUTRMET	0.997234139	0.060154504	0.0263	0.9848	0.0269	1.1602	0.0584	1.0799
497	GCST90038599	0.998679915	0.060154504	0.038	1.0093	0.0404	1.0544	0.0584	1.0799
5	GCST004604	0.993114422	0.251177705	0.1354	0.9908	0.2197	0.9649	0.3581	1.2401
5	GCST004615	1.000461276	0.251177705	0.1369	1.0029	0.222	0.9687	0.3581	1.2401
5	GCST90002304	0.984618211	0.251177705	0.1562	0.9837	0.258	1.1579	0.3581	1.2401
5	GCST90002310	0.990406118	0.251177705	0.1594	0.988	0.2679	1.1596	0.3581	1.2401
5	GCST90002383	0.991057526	0.251177705	0.1771	0.9916	0.2918	1.143	0.3581	1.2401
5	GCST90002384	0.995311605	0.251177705	0.1806	0.9956	0.3029	1.1396	0.3581	1.2401
5	GCST90025969	0.994242297	0.251177705	0.2947	0.9957	0.304	1.148	0.3581	1.2401
5	NEALE2_30020_raw	0.992599479	0.251177705	0.1415	0.9956	0.2296	1.1021	0.3581	1.2401
5	NEALE2_30030_raw	0.984938421	0.251177705	0.1333	0.9855	0.2138	1.1085	0.3581	1.2401
500	GCST004631	0.98521824	0.05878314	0.0579	0.1466	0.0554	1.0036	0.0618	0.6311
500	GCST004634	0.986318809	0.05878314	0.0601	-0.1912	0.0584	0.9986	0.0618	0.6311
505	NEALE2_20458	1	0.104416351	0.0604	0.9989	0.0604	1.0109	0.1042	0.9984
505	NEALE2_4526	1	0.104416351	0.0644	1.0011	0.0644	0.9999	0.1042	0.9984
51	GCST90038617	1	0.014307612	0.0101	NA	0.0102	0.9797	-0.0025	0.8257
51	NEALE2_20002_1113	1	0.014307612	0.0106	NA	0.0105	0.9886	-0.0025	0.8257
51	NEALE2_6152_6	1	0.014307612	0.0138	NA	0.0138	0.9848	-0.0025	0.8257
54	GCST005903	0.977567229	0.018940605	0.0186	0.9775	0.0186	0.997	0.0189	1.0275
54	SAIGE_296	0.991141096	0.018940605	0.0166	0.9908	0.0166	0.9979	0.0189	1.0275
54	SAIGE_296_2	0.993226956	0.018940605	0.0164	0.9931	0.0164	0.9969	0.0189	1.0275
552	GCST004075	0.981213549	0.38997715	0.341	0.9823	0.3695	1.0309	0.4046	1.1983
552	GCST004137	0.972165157	0.38997715	0.2834	0.9742	0.3119	1.0198	0.4046	1.1983
56	NEALE2_23101_raw	0.997672404	0.266587813	0.2651	0.9977	0.2909	1.1255	0.2658	1.2561
56	NEALE2_23102_raw	0.997824446	0.266587813	0.2647	0.9978	0.2904	1.1238	0.2658	1.2561
56	NEALE2_23105_raw	0.996649111	0.266587813	0.2559	0.9966	0.2793	1.1087	0.2658	1.2561
56	NEALE2_23114_raw	0.977961136	0.266587813	0.2401	0.9779	0.2613	1.1036	0.2658	1.2561
56	NEALE2_23117_raw	0.976776751	0.266587813	0.2399	0.9768	0.2609	1.0927	0.2658	1.2561
56	NEALE2_23121_raw	0.993161363	0.266587813	0.2391	0.9932	0.2604	1.1022	0.2658	1.2561
56	NEALE2_23122_raw	0.993039691	0.266587813	0.2387	0.993	0.2597	1.1034	0.2658	1.2561
56	NEALE2_23125_raw	0.993026111	0.266587813	0.2362	0.993	0.2569	1.1035	0.2658	1.2561
56	NEALE2_23126_raw	0.993369315	0.266587813	0.2365	0.9934	0.2572	1.105	0.2658	1.2561
56	NEALE2_23129_raw	0.981109404	0.266587813	0.2641	0.9811	0.2914	1.1379	0.2658	1.2561
57	NEALE2_1239	0.998638612	0.060107292	0.0531	0.9982	0.053	1.0133	0.0598	1.0302
57	NEALE2_20116_2	0.995249265	0.060107292	0.0499	0.9949	0.0498	1.0146	0.0598	1.0302
57	SAIGE_318	0.973697648	0.060107292	0.0287	0.9745	0.0287	1.0148	0.0598	1.0302
6	GCST009982	0.994132604	0.120456953	0.1131	-0.1026	0.1137	0.9992	0.0052	0.9345
6	NEALE2_20487	0.971944892	0.120456953	0.0532	0.2428	0.0532	0.9998	0.0052	0.9345
60	GCST005902	0.984526753	0.09546504	0.0621	0.9872	0.0623	1.0066	0.0955	1.0481
60	NEALE2_20544_11	0.980247721	0.09546504	0.0493	0.9783	0.0497	1.0027	0.0955	1.0481
60	NEALE2_20546_3	0.982742025	0.09546504	0.0533	0.9789	0.0534	1.001	0.0955	1.0481
60	NEALE2_2090	0.997791839	0.09546504	0.0605	0.9985	0.0613	1.0076	0.0955	1.0481
61	GCST009760	-0.998121606	0.08079087	0.0606	-0.998	0.0611	1.0285	0.0805	1.0679
61	GCST009761	-0.945551626	0.08079087	0.0531	-0.9454	0.0532	1.033	0.0805	1.0679
61	GCST009762	-0.973700106	0.08079087	0.0559	-0.9759	0.0556	1.0179	0.0805	1.0679
61	GCST009763	-0.979883494	0.08079087	0.0698	-0.9816	0.07	1.0224	0.0805	1.0679
61	NEALE2_1210	0.996197221	0.08079087	0.0598	0.9955	0.0601	1.0227	0.0805	1.0679
62	GCST007557	0.98670113	0.160870384	0.1073	0.9899	0.1085	1.044	0.1625	1.0549
62	NEALE2_20022_raw	0.983492061	0.160870384	0.0967	0.9812	0.0989	1.0457	0.1625	1.0549
64	GCST005362	0.978972314	0.438636735	0.2507	0.9787	0.2499	1.0085	0.4414	1.0419
64	GCST90016597	0.992841675	0.438636735	0.4222	0.9927	0.426	1.0019	0.4414	1.0419
65	FINNGEN_R6_ANTIDEPRESSANTS	0.994012144	0.05124802	0.0579	1.0275	0.0576	1.0943	0.0535	1.1635
65	FINNGEN_R6_F5_ALLANXIOUS	0.989818498	0.05124802	0.0153	1.0151	0.0153	1.0409	0.0535	1.1635
65	FINNGEN_R6_F5_DEPRESSIO	1.004942624	0.05124802	0.021	1.034	0.021	1.0633	0.0535	1.1635
65	FINNGEN_R6_F5_MOOD	1.004942624	0.05124802	0.0218	1.0343	0.0218	1.0735	0.0535	1.1635
65	FINNGEN_R6_F5_PERSOBEH	0.962045068	0.05124802	0.0124	0.9838	0.0123	1.0227	0.0535	1.1635
65	FINNGEN_R6_F5_PERSONALITY	0.946410606	0.05124802	0.0115	0.9542	0.0115	1.0199	0.0535	1.1635
65	FINNGEN_R6_KRA_PSY_ANXIETY	0.998723617	0.05124802	0.0168	1.0488	0.0168	1.0589	0.0535	1.1635
65	FINNGEN_R6_KRA_PSY_ANXIETY_EXMORE	0.998819592	0.05124802	0.0238	1.0437	0.0237	1.0611	0.0535	1.1635
65	FINNGEN_R6_KRA_PSY_ANYMENTAL	1.003398211	0.05124802	0.0263	1.0289	0.026	1.0965	0.0535	1.1635
65	FINNGEN_R6_KRA_PSY_MOOD_EXMORE	1.004942624	0.05124802	0.0274	1.028	0.0274	1.0819	0.0535	1.1635
68	GCST90038652	0.995695335	0.015270422	0.0119	0.9974	0.0117	1.0048	0.0151	1.0416
68	GCST90038656	0.996043714	0.015270422	0.0126	0.9995	0.0123	1.0041	0.0151	1.0416
68	NEALE2_20002_1309	1.00192908	0.015270422	0.0139	1.0077	0.0141	1.0016	0.0151	1.0416
70	GCST003372	-0.993797905	0.332178811	0.1103	-0.9872	0.1772	1.0028	0.4127	1.039
70	GCST003401	-1.000073906	0.332178811	0.1167	-0.9951	0.1866	1.0099	0.4127	1.039
70	GCST90025946	0.999357151	0.332178811	0.2947	1.0064	0.3391	1.1502	0.4127	1.039
72	GCST004621	0.996737369	0.372442942	0.1844	1.0004	0.3207	0.9212	0.5068	1.1755
72	GCST006804	0.992587476	0.372442942	0.2215	0.9936	0.3911	0.9851	0.5068	1.1755
72	GCST90002369	0.994607839	0.372442942	0.1999	0.9934	0.3623	1.0024	0.5068	1.1755
72	GCST90002404	0.998292861	0.372442942	0.222	0.9998	0.4055	1.0108	0.5068	1.1755
72	GCST90025988	0.998775371	0.372442942	0.3799	0.9965	0.4069	1.0191	0.5068	1.1755
72	NEALE2_30070_raw	0.984545874	0.372442942	0.1195	0.9863	0.2159	0.9641	0.5068	1.1755
73	FINNGEN_R6_ALCOHOL_RELATED	0.999210664	0.027659732	0.0232	1.0189	0.0232	1.0582	0.0287	1.1013
73	FINNGEN_R6_ALCOHOLMENTAL	0.998155077	0.027659732	0.0191	1.0139	0.0192	1.0569	0.0287	1.1013
73	FINNGEN_R6_AUD	0.998842205	0.027659732	0.018	1.0238	0.018	1.0552	0.0287	1.1013
73	FINNGEN_R6_AUD_SWEDISH	0.997751762	0.027659732	0.0219	1.0228	0.0218	1.0556	0.0287	1.1013
73	FINNGEN_R6_F5_ALCOHOL	1.000823921	0.027659732	0.0203	1.0143	0.0204	1.0636	0.0287	1.1013
73	FINNGEN_R6_F5_ALCOHOL_DEPENDENCE	0.999091164	0.027659732	0.0152	1.0582	0.0151	1.0352	0.0287	1.1013
73	FINNGEN_R6_KRA_PSY_SUBSTANCE	1.001451299	0.027659732	0.0212	1.0201	0.0212	1.0673	0.0287	1.1013
73	FINNGEN_R6_KRA_PSY_SUBSTANCE_EXMORE	1.001496112	0.027659732	0.0249	1.0268	0.025	1.0658	0.0287	1.1013
73	FINNGEN_R6_OFFICIAL_TILASTOKESKUS	1.000644671	0.027659732	0.0215	1.0143	0.0215	1.0608	0.0287	1.1013
73	SAIGE_317	0.920534332	0.027659732	0.0105	0.9033	0.0105	1.014	0.0287	1.1013
74	GCST000571	0.969725862	0.108393624	0.0753	1.0402	0.0817	1.0118	0.128	1.0582
74	GCST005180	0.97851002	0.108393624	0.0934	0.9595	0.1005	0.9988	0.128	1.0582
74	GCST005185	1.013422151	0.108393624	0.0739	1.1097	0.0804	1.0281	0.128	1.0582
79	FINNGEN_R6_I9_MI_STRICT	0.999719982	0.153286901	0.021	1.0113	0.0213	1.0516	0.1559	0.9224
79	FINNGEN_R6_I9_REVASC	1.01203633	0.153286901	0.0264	1.0549	0.0274	1.081	0.1559	0.9224
79	GCST000998	0.985120213	0.153286901	0.0705	1.0417	0.0712	1.0141	0.1559	0.9224
79	GCST005194	1.001065696	0.153286901	0.1083	1.0289	0.1084	0.9927	0.1559	0.9224
79	NEALE2_20002_1074	0.947437639	0.153286901	0.0232	0.9418	0.0233	1.0204	0.1559	0.9224
79	NEALE2_20002_1075	0.979777688	0.153286901	0.0192	0.958	0.019	1.0122	0.1559	0.9224
79	NEALE2_20107_1	0.830114861	0.153286901	0.029	0.8156	0.0285	0.9976	0.1559	0.9224
79	NEALE2_20111_1	0.926021628	0.153286901	0.0175	0.9072	0.0173	1.0067	0.1559	0.9224
79	SAIGE_411	0.978619743	0.153286901	0.0341	0.964	0.0344	1.0356	0.1559	0.9224
79	SAIGE_411_1	0.94402942	0.153286901	0.0117	0.9247	0.0121	0.9958	0.1559	0.9224
81	NEALE2_20003_2038460150	0.994028831	0.056278169	0.0323	0.9957	0.0325	1.0198	0.0562	1.0652
81	NEALE2_6154_100	-0.979159786	0.056278169	0.0543	-0.9792	0.0546	1.0245	0.0562	1.0652
81	NEALE2_6154_3	0.985042159	0.056278169	0.0415	0.986	0.0418	1.0179	0.0562	1.0652
82	GCST90012115	-0.988049679	0.046991096	0.0497	-0.9883	0.0505	0.9906	0.0471	1.0301
82	NEALE2_2247_0	-0.995653729	0.046991096	0.0405	-0.9955	0.0411	1.0168	0.0471	1.0301
82	NEALE2_2247_1	0.995539446	0.046991096	0.0406	0.9954	0.0412	1.0167	0.0471	1.0301
83	GCST005062	1	4.792948692	5.7392	NA	1.8186	1.7858	-1.4772	1.599
83	GCST005067	1	4.792948692	0.3672	NA	0.659	1.3222	-1.4772	1.599
84	FINNGEN_R6_RX_STATIN	1.022391839	0.113419646	0.0428	1.0917	0.0299	1.3188	0.113	1.0546
84	GCST90038690	0.933584659	0.113419646	0.0408	0.9387	0.0357	1.0951	0.113	1.0546
84	NEALE2_20002_1473	0.977742771	0.113419646	0.0461	0.9856	0.0417	1.0659	0.113	1.0546
84	NEALE2_20003_1140861958	0.983811609	0.113419646	0.0311	0.9862	0.029	1.0291	0.113	1.0546
84	NEALE2_20003_1141146234	1.02081271	0.113419646	0.0143	1.0461	0.0131	1.0269	0.113	1.0546
84	NEALE2_6153_1	0.981762505	0.113419646	0.0569	0.9762	0.0532	1.0247	0.113	1.0546
84	NEALE2_6177_1	0.982102421	0.113419646	0.0791	0.9861	0.0739	1.0399	0.113	1.0546
84	SAIGE_272	0.962558615	0.113419646	0.0331	0.961	0.0312	1.0523	0.113	1.0546
84	SAIGE_272_1	0.961840091	0.113419646	0.0331	0.9604	0.0313	1.0523	0.113	1.0546
84	SAIGE_272_11	0.960539246	0.113419646	0.0313	0.9582	0.0295	1.0485	0.113	1.0546
88	FINNGEN_R6_ASTHMA_INFECTIONS	1.002264729	0.059838505	0.0303	1.0397	0.0319	1.0511	0.0618	1.1519
88	FINNGEN_R6_ASTHMA_NAS_EXMORE	0.990962656	0.059838505	0.0274	1.0298	0.0275	1.0362	0.0618	1.1519
88	FINNGEN_R6_J10_ASTHMA_EXMORE	1.004273685	0.059838505	0.0372	1.018	0.0393	1.096	0.0618	1.1519
88	FINNGEN_R6_J10_ASTHMA_INCLAVO	1.004603506	0.059838505	0.0258	1.0361	0.0275	1.1179	0.0618	1.1519
88	FINNGEN_R6_J10_ASTHMA_MAIN_EXMORE	1.005730156	0.059838505	0.0339	1.0329	0.036	1.0838	0.0618	1.1519
88	FINNGEN_R6_J10_ASTHMACOPDKELA	0.999178555	0.059838505	0.0263	1.0645	0.0275	1.1144	0.0618	1.1519
88	FINNGEN_R6_J10_LOWCHRON	1.003441959	0.059838505	0.027	1.0408	0.0287	1.128	0.0618	1.1519
88	FINNGEN_R6_J10_UPPERDIS	0.787460963	0.059838505	0.0221	0.7522	0.0223	1.116	0.0618	1.1519
88	NEALE2_20003_1141176832	0.907782971	0.059838505	0.0113	0.908	0.0115	0.9907	0.0618	1.1519
88	SAIGE_495	0.980935324	0.059838505	0.0333	0.9888	0.0344	1.0337	0.0618	1.1519
90	FINNGEN_R6_M13_HALLUXVALGUS	1.001173359	0.039884113	0.0309	1.0194	0.0315	1.0591	0.041	0.9953
90	SAIGE_735	0.996354333	0.039884113	0.0141	1.0284	0.0141	1.0008	0.041	0.9953
90	SAIGE_735_3	0.995862278	0.039884113	0.0128	1.0545	0.0127	1.0093	0.041	0.9953
93	GCST004940	1.000107796	6.138786385	6.413	NA	2.4798	2.0279	-0.6924	2.0021
93	GCST005064	0.999757642	6.138786385	4.3048	NA	1.9426	1.8544	-0.6924	2.0021
93	GCST005069	0.999645992	6.138786385	3.2644	NA	1.3723	1.692	-0.6924	2.0021
94	NEALE2_20003_1140868226	0.999422647	0.023325592	0.022	0.9994	0.022	1.0138	0.0233	1.0204
94	NEALE2_6154_1	0.999476394	0.023325592	0.0231	0.9994	0.0231	1.0109	0.0233	1.0204
95	GCST005038	0.940576402	0.103056893	0.0454	0.9353	0.049	1.0047	0.1007	1.0897
95	GCST90038603	0.976569869	0.103056893	0.0177	0.9706	0.0183	1.0141	0.1007	1.0897
95	GCST90038661	0.983130205	0.103056893	0.0194	0.9822	0.0203	1.0158	0.1007	1.0897
95	GCST90038664	0.980934257	0.103056893	0.02	0.9873	0.021	1.0207	0.1007	1.0897
95	NEALE2_20002_1387	0.989371742	0.103056893	0.0215	1	0.0223	1.0156	0.1007	1.0897
95	NEALE2_22126	0.99070246	0.103056893	0.0764	0.9955	0.0795	1.0054	0.1007	1.0897
95	NEALE2_6152_100	-0.972171883	0.103056893	0.0702	-0.9724	0.0761	1.0364	0.1007	1.0897
95	NEALE2_6152_9	0.986368933	0.103056893	0.0673	0.9872	0.0725	1.0389	0.1007	1.0897
97	FINNGEN_R6_CARDIAC_ARRHYTM	1.002138974	0.079211391	0.0362	1.0124	0.0349	1.0787	0.0834	1.0653
97	FINNGEN_R6_I9_AF	1.003813305	0.079211391	0.0567	1.0271	0.0537	1.0746	0.0834	1.0653
97	FINNGEN_R6_I9_OTHHEART	0.979178137	0.079211391	0.0159	1.0366	0.0157	1.0782	0.0834	1.0653
97	GCST006414	0.981892024	0.079211391	0.0251	0.9758	0.0259	1.0439	0.0834	1.0653
97	SAIGE_427	0.999964757	0.079211391	0.0178	1.0662	0.018	1.0245	0.0834	1.0653
97	SAIGE_427_2	0.992447988	0.079211391	0.0263	1.0013	0.0261	1.0186	0.0834	1.0653
98	GCST009722	0.994506161	0.122761199	0.1803	0.993	0.1821	0.9319	0.1229	1.0316
98	GCST90038640	0.824667939	0.122761199	0.0061	0.8345	0.0063	1.0173	0.1229	1.0316
98	GCST90038648	1.015478985	0.122761199	0.0095	1.0526	0.0097	1.0365	0.1229	1.0316
98	NEALE2_20002_1277	0.970911195	0.122761199	0.0121	0.9798	0.0119	1.0124	0.1229	1.0316
98	NEALE2_6148_2	0.950495781	0.122761199	0.0415	0.958	0.0408	1.014	0.1229	1.0316
99	GCST006100	0.986344086	0.06462572	0.0558	0.9854	0.0565	1.0206	0.0643	1.0673
99	NEALE2_6160_1	0.965242235	0.06462572	0.0354	0.966	0.0354	1.0127	0.0643	1.0673
99	NEALE2_6164_2	0.986842157	0.06462572	0.0469	0.9867	0.0473	1.0115	0.0643	1.0673
